0.4099999, 0, 0, 7.098777, 1.574027, 0, 265.8278, -831.0645, -4.985368, 0.01928791, 0.1567104, 20.83511, 2.28485, 1.887131, 20.05843
0.9099994, -0.1084132, -0.08314823, 16.33794, 1.667158, 0.2461381004808218074896, 1808.532, -846.726, -4.985368, 0.01928791, 0.1567104, 54.38625, 2.28485, 1.869455, 20.36755
 
0.9199994, -0.1007391, -0.08423236, 16.53208, 1.669489, 0.2316162894599675607264, 1854.811, -847.0461, -4.985368, 0.01928791, 0.1567104, 55.07894, 2.28485, 1.869101, 20.37373
 
0.9299994, -0.09272024, -0.08523975, 16.72647, 1.671717, 0.2172201163088000677704, 1901.73, -847.3666, -4.985368, 0.01928791, 0.1567104, 55.77248, 2.28485, 1.868747, 20.37991
 
0.9399994, -0.08436048, -0.08616696, 16.92121, 1.673947, 0.2029549330132484768136, 1949.29, -847.6873, -4.985368, 0.01928791, 0.1567104, 56.46688, 2.28485, 1.868394, 20.3861
 
0.9499994, -0.07566389, -0.08701056, 17.11629, 1.676179, 0.1888242183641667341808, 1997.493, -848.0082, -4.985368, 0.01928791, 0.1567104, 57.16211, 2.28485, 1.868041, 20.39228
 
0.9599994, -0.06663818, -0.0877672, 17.31172, 1.678413, 0.1748357327411521047504, 2046.339, -848.3296, -4.985368, 0.01928791, 0.1567104, 57.85816, 2.28485, 1.867687, 20.39846
 
0.9699994, -0.05729154, -0.08843358, 17.50751, 1.680648, 0.1609964337259124811720, 2095.833, -848.6511, -4.985368, 0.01928791, 0.1567104, 58.55507, 2.28485, 1.867333, 20.40464
 
0.9799994, -0.04763154, -0.08900649, 17.70364, 1.682886, 0.1473118071040252403424, 2145.975, -848.973, -4.985368, 0.01928791, 0.1567104, 59.2528, 2.28485, 1.86698, 20.41082
 
0.9899994, -0.03766781, -0.08948281, 17.90022, 1.68523, 0.13378949283540424130568, 2196.765, -849.295, -4.985368, 0.01928791, 0.1567104, 59.95135, 2.28485, 1.866626, 20.41701
 
0.9999993, -0.02741269, -0.08985949, 18.09694, 1.687366, 0.12043690342056135430776, 2248.21, -849.6172, -4.985368, 0.01928791, 0.1567104, 60.65077, 2.28485, 1.866273, 20.42319
 
1.009999, -0.01687767, -0.09013361, 18.29412, 1.689609, 0.10726285625631485099496, 2300.308, -849.94, -4.985368, 0.01928791, 0.1567104, 61.35101, 2.28485, 1.865919, 20.42937
 
1.019999, -0.006076056, -0.09030239, 18.49163, 1.691853, 0.0942750314424729252231517713, 2353.062, -850.2628, -4.985368, 0.01928791, 0.1567104, 62.05208, 2.28485, 1.865566, 20.43555
 
1.029999, 0.004977426, -0.09036315, 18.68961, 1.694206, 0.08148254073508035318816, 2406.473, -850.5861, -4.985368, 0.01928791, 0.1567104, 62.75397, 2.28485, 1.865212, 20.44174
 
1.039999, 0.01626329, -0.09031337, 18.88759, 1.696242, 0.06889604796610056126360, 2460.538, -850.9095, -4.985368, 0.01928791, 0.1567104, 63.45663, 2.28485, 1.864859, 20.44792
 
1.049999, 0.02776654, -0.09015074, 19.0861, 1.698492, 0.05652465151161323517552, 2515.258, -851.2332, -4.985368, 0.01928791, 0.1567104, 64.16002, 2.28485, 1.864505, 20.4541
 
1.059999, 0.03946667, -0.08987308, 19.28473, 1.700532, 0.0443775969273108446259517713, 2570.635, -851.5572, -4.985368, 0.01928791, 0.1567104, 64.86418, 2.28485, 1.864152, 20.46028
 
1.069999, 0.05134446, -0.08947841, 19.4838, 1.70268, 0.0324651867861075350830882287, 2626.67, -851.8815, -4.985368, 0.01928791, 0.1567104, 65.56908, 2.28485, 1.863798, 20.46647
 
1.079999, 0.06337471, -0.08896497, 19.68308, 1.704723, 0.02079991797514706477736, 2683.367, -852.2061, -4.985368, 0.01928791, 0.1567104, 66.27473, 2.28485, 1.863445, 20.47265
 
1.089999, 0.07553738, -0.08833122, 19.88289, 1.70698, 0.009390413881758308931720, 2740.724, -852.5308, -4.985368, 0.01928791, 0.1567104, 66.98113, 2.28485, 1.863091, 20.47883
 
1.099999, 0.08780545, -0.08757585, 20.08272, 1.708919, -0.001752569340337760674608, 2798.747, -852.8558, -4.985368, 0.01928791, 0.1567104, 67.68829, 2.28485, 1.862738, 20.48501
 
1.109999, 0.1001563, -0.08669779, 20.28319, 1.71118, -0.0126188254539742718194448229, 2857.434, -853.1813, -4.985368, 0.01928791, 0.1567104, 68.39619, 2.28485, 1.862384, 20.4912
 
1.119999, 0.1125585, -0.08569624, 20.48376, 1.71323, -0.02319614925523976191104, 2916.786, -853.5068, -4.985368, 0.01928791, 0.1567104, 69.10483, 2.28485, 1.862031, 20.49738
 
1.129999, 0.1249855, -0.08457065, 20.68477, 1.715387, -0.0334741297935054617691517713, 2976.81, -853.8326, -4.985368, 0.01928791, 0.1567104, 69.81423, 2.28485, 1.861677, 20.50356
 
1.139999, 0.1374055, -0.08332079, 20.886, 1.71744, -0.04344118670921756501232, 3037.502, -854.1589, -4.985368, 0.01928791, 0.1567104, 70.52437, 2.28485, 1.861323, 20.50974
 
1.149999, 0.149789, -0.08194673, 21.08776, 1.719707, -0.0530868702498488745970717713, 3098.866, -854.4853, -4.985368, 0.01928791, 0.1567104, 71.23524, 2.28485, 1.86097, 20.51593
 
1.159999, 0.1621007, -0.08044884, 21.28963, 1.721764, -0.06239945956621509118152, 3160.903, -854.8121, -4.985368, 0.01928791, 0.1567104, 71.94685, 2.28485, 1.860616, 20.52211
 
1.169999, 0.1743104, -0.07882784, 21.49181, 1.723821, -0.07137040486079399913000, 3223.615, -855.139, -4.985368, 0.01928791, 0.1567104, 72.6592, 2.28485, 1.860263, 20.52829
 
1.179999, 0.1863806, -0.07708474, 21.69443, 1.725987, -0.07998658038809449630128, 3287.002, -855.4662, -4.985368, 0.01928791, 0.1567104, 73.37228, 2.28485, 1.859909, 20.53447
 
1.189999, 0.1982777, -0.07522093, 21.89737, 1.728155, -0.08823961029013746577488, 3351.068, -855.7938, -4.985368, 0.01928791, 0.1567104, 74.0861, 2.28485, 1.859556, 20.54066
 
1.199999, 0.2099652, -0.07323815, 22.10062, 1.730324, -0.0961195264931297352435517713, 3415.812, -856.1215, -4.985368, 0.01928791, 0.1567104, 74.80065, 2.28485, 1.859202, 20.54684
 
1.209999, 0.2214055, -0.0711385, 22.3041, 1.732388, -0.10361660176264547926728, 3481.239, -856.4498, -4.985368, 0.01928791, 0.1567104, 75.51594, 2.28485, 1.858849, 20.55302
 
1.219999, 0.2325604, -0.06892445, 22.50799, 1.734561, -0.11072097506460984090336, 3547.345, -856.778, -4.985368, 0.01928791, 0.1567104, 76.23193, 2.28485, 1.858495, 20.5592
 
1.229999, 0.2433893, -0.06659885, 22.71209, 1.736628, -0.11742279874491332127816, 3614.135, -857.1066, -4.985368, 0.01928791, 0.1567104, 76.94866, 2.28485, 1.858142, 20.56539
 
1.239999, 0.2538573, -0.06416495, 22.91661, 1.738804, -0.12371594477966704571184, 3681.609, -857.4355, -4.985368, 0.01928791, 0.1567104, 77.66609, 2.28485, 1.857788, 20.57157
 
1.249999, 0.2639214, -0.06162638, 23.12134, 1.740874, -0.12959065917451514162448, 3749.768, -857.7646, -4.985368, 0.01928791, 0.1567104, 78.38422, 2.28485, 1.857435, 20.57775
 
1.259999, 0.2735439, -0.05898716, 23.32627, 1.742839, -0.1350406399660260370200, 3818.612, -858.0942, -4.985368, 0.01928791, 0.1567104, 79.10306, 2.28485, 1.857081, 20.58393
 
1.269999, 0.2826844, -0.05625172, 23.53184, 1.745128, -0.1400578591753060096104, 3888.145, -858.4239, -4.985368, 0.01928791, 0.1567104, 79.82259, 2.28485, 1.856728, 20.59011
 
1.279999, 0.2913037, -0.05342488, 23.73739, 1.747095, -0.1446376873345263462096, 3958.366, -858.7538, -4.985368, 0.01928791, 0.1567104, 80.54283, 2.28485, 1.856374, 20.5963
 
1.289999, 0.2993633, -0.05051184, 23.94348, 1.749279, -0.1487738358602202976920, 4029.279, -859.0842, -4.985368, 0.01928791, 0.1567104, 81.26377, 2.28485, 1.856021, 20.60248
 
1.299999, 0.3068264, -0.04751821, 24.14987, 1.751465, -0.152463361160126832552, 4100.887, -859.4146, -4.985368, 0.01928791, 0.1567104, 81.98544, 2.28485, 1.855667, 20.60866
 
1.309999, 0.3136508, -0.04444995, 24.35637, 1.753438, -0.1557001084504274303688, 4173.188, -859.7455, -4.985368, 0.01928791, 0.1567104, 82.70779, 2.28485, 1.855313, 20.61485
 
1.319999, 0.3198024, -0.04131344, 24.56339, 1.755627, -0.1584824721353433466848, 4246.185, -860.0765, -4.985368, 0.01928791, 0.1567104, 83.43085, 2.28485, 1.85496, 20.62103
 
1.329999, 0.3252428, -0.03811542, 24.7705, 1.757602, -0.1608076424222617786992, 4319.878, -860.4078, -4.985368, 0.01928791, 0.1567104, 84.15461, 2.28485, 1.854607, 20.62721
 
1.339999, 0.3299405, -0.03486299, 24.97825, 1.759903, -0.1626754855115344977072, 4394.27, -860.7395, -4.985368, 0.01928791, 0.1567104, 84.87906, 2.28485, 1.854253, 20.63339
 
1.349999, 0.3338586, -0.03156358, 25.18598, 1.761881, -0.1640846634066792166608, 4469.364, -861.0713, -4.985368, 0.01928791, 0.1567104, 85.60423, 2.28485, 1.853899, 20.63957
 
1.359999, 0.3369684, -0.028225, 25.39419, 1.764024, -0.1650370493027711374272, 4545.159, -861.4036, -4.985368, 0.01928791, 0.1567104, 86.33009, 2.28485, 1.853546, 20.64576
 
1.369999, 0.3392354, -0.02485531, 25.60271, 1.766167, -0.1655325094001620313016, 4621.656, -861.7359, -4.985368, 0.01928791, 0.1567104, 87.05665, 2.28485, 1.853192, 20.65194
 
1.379999, 0.3406356, -0.02146296, 25.81148, 1.768258, -0.165575726686539902952, 4698.857, -862.0685, -4.985368, 0.01928791, 0.1567104, 87.78389, 2.28485, 1.852839, 20.65812
 
1.389999, 0.3411423, -0.01805661, 26.02062, 1.770405, -0.1651700461531104699984, 4776.767, -862.4017, -4.985368, 0.01928791, 0.1567104, 88.51185, 2.28485, 1.852485, 20.6643
 
1.399999, 0.340731, -0.01464518, 26.23006, 1.772554, -0.1643200169879135084040, 4855.382, -862.7348, -4.985368, 0.01928791, 0.1567104, 89.24049, 2.28485, 1.852132, 20.67049
 
1.409999, 0.3393813, -0.01123787, 26.4397, 1.774595, -0.1630317939747675385896, 4934.706, -863.0682, -4.985368, 0.01928791, 0.1567104, 89.96982, 2.28485, 1.851778, 20.67667
 
1.419999, 0.3370713, -0.00784406, 26.64942, 1.776476, -0.161311531897491080976, 5014.711, -863.4022, -4.985368, 0.01928791, 0.1567104, 90.69958, 2.28485, 1.851425, 20.68285
 
1.429999, 0.3337918, -0.004473347, 26.85904, 1.778032, -0.1591700685275906606520, 5095.4, -863.7361, -4.985368, 0.01928791, 0.1567104, 91.42978, 2.28485, 1.851071, 20.68903
 
1.439999, 0.3295274, -0.001135429, 27.06897, 1.779643, -0.1566148966453670850864, 5176.772, -864.0706, -4.985368, 0.01928791, 0.1567104, 92.16041, 2.28485, 1.850718, 20.69522
 
1.449999, 0.324273, 0.002159845, 27.27913, 1.781255, -0.1536580582191609377112, 5258.832, -864.4052, -4.985368, 0.01928791, 0.1567104, 92.8915, 2.28485, 1.850364, 20.7014
 
1.459999, 0.3180247, 0.005402575, 27.48947, 1.782814, -0.1503114614176645732536, 5341.575, -864.74, -4.985368, 0.01928791, 0.1567104, 93.62302, 2.28485, 1.850011, 20.70758
 
1.469999, 0.3107795, 0.008582822, 27.70012, 1.784428, -0.1465864792109774316216, 5425.008, -865.0753, -4.985368, 0.01928791, 0.1567104, 94.355, 2.28485, 1.849657, 20.71376
 
1.479999, 0.3025456, 0.01169062, 27.91098, 1.786043, -0.1424997027554798722104, 5509.126, -865.4106, -4.985368, 0.01928791, 0.1567104, 95.0874, 2.28485, 1.849304, 20.71995
 
1.489999, 0.2933259, 0.01471607, 28.12205, 1.787605, -0.1380637092181053932712, 5593.935, -865.7464, -4.985368, 0.01928791, 0.1567104, 95.82026, 2.28485, 1.84895, 20.72613
 
1.499999, 0.2831349, 0.01764933, 28.33339, 1.789221, -0.1332962002923145186493917713, 5679.43, -866.0823, -4.985368, 0.01928791, 0.1567104, 96.55353, 2.28485, 1.848597, 20.73231
 
1.509999, 0.2719924, 0.02048068, 28.54497, 1.790839, -0.12821561356963356526536, 5765.617, -866.4185, -4.985368, 0.01928791, 0.1567104, 97.28725, 2.28485, 1.848243, 20.73849
 
1.519999, 0.2599168, 0.02320061, 28.75679, 1.792458, -0.1228392359646134141799682287, 5852.492, -866.7551, -4.985368, 0.01928791, 0.1567104, 98.02139, 2.28485, 1.847889, 20.74468
 
1.529999, 0.2469339, 0.02579977, 28.96879, 1.794023, -0.1171865754659656767534082287, 5940.059, -867.0919, -4.985368, 0.01928791, 0.1567104, 98.75598, 2.28485, 1.847536, 20.75086
 
1.539999, 0.2330731, 0.02826911, 29.18107, 1.795644, -0.11127763512110054435328, 6028.315, -867.429, -4.985368, 0.01928791, 0.1567104, 99.49097, 2.28485, 1.847182, 20.75704
 
1.549999, 0.2183723, 0.03059984, 29.39359, 1.797266, -0.1051347193313778758693917713, 6117.266, -867.7663, -4.985368, 0.01928791, 0.1567104, 100.2264, 2.28485, 1.846829, 20.76322
 
1.559999, 0.2028718, 0.03278357, 29.60629, 1.798834, -0.09878009235826319537976, 6206.91, -868.1038, -4.985368, 0.01928791, 0.1567104, 100.9623, 2.28485, 1.846475, 20.76941
 
1.569999, 0.1866136, 0.03481229, 29.81933, 1.800513, -0.0922358177637491487066082287, 6297.246, -868.4418, -4.985368, 0.01928791, 0.1567104, 101.6986, 2.28485, 1.846122, 20.77559
 
1.579999, 0.1696456, 0.03667842, 30.0325, 1.802082, -0.0855249224672954945470717713, 6388.277, -868.7799, -4.985368, 0.01928791, 0.1567104, 102.4353, 2.28485, 1.845768, 20.78177
 
1.589999, 0.1520264, 0.03837488, 30.24588, 1.803653, -0.07867361781999103896936, 6479.999, -869.1184, -4.985368, 0.01928791, 0.1567104, 103.1724, 2.28485, 1.845415, 20.78795
 
1.599999, 0.1338123, 0.03989514, 30.45955, 1.805279, -0.0717060278984107484506717713, 6572.415, -869.457, -4.985368, 0.01928791, 0.1567104, 103.9099, 2.28485, 1.845061, 20.79414
 
1.609999, 0.1150669, 0.04123327, 30.6732, 1.806687, -0.06464780209512060089976, 6665.512, -869.7959, -4.985368, 0.01928791, 0.1567104, 104.6478, 2.28485, 1.844708, 20.80032
 
1.619999, 0.09585909, 0.04238394, 30.88705, 1.808096, -0.05752544612043430133856, 6759.292, -870.1353, -4.985368, 0.01928791, 0.1567104, 105.3859, 2.28485, 1.844354, 20.8065
 
1.629999, 0.07625636, 0.04334253, 31.10104, 1.80945, -0.0503637931890630973779517713, 6853.753, -870.4747, -4.985368, 0.01928791, 0.1567104, 106.1244, 2.28485, 1.844001, 20.81268
 
1.639999, 0.05633689, 0.04410509, 31.31528, 1.81086, -0.04319037926861285786472, 6948.896, -870.8146, -4.985368, 0.01928791, 0.1567104, 106.8631, 2.28485, 1.843647, 20.81886
 
1.649999, 0.03618153, 0.04466846, 31.52966, 1.812215, -0.0360323924476031204156317713, 7044.719, -871.1546, -4.985368, 0.01928791, 0.1567104, 107.6021, 2.28485, 1.843294, 20.82505
 
1.659999, 0.01586834, 0.04503027, 31.74424, 1.813571, -0.02891497367993659386120, 7141.229, -871.4948, -4.985368, 0.01928791, 0.1567104, 108.3415, 2.28485, 1.84294, 20.83123
 
1.669999, -0.004517122, 0.04518896, 31.95912, 1.815039, -0.02186489627522344063296, 7238.418, -871.8356, -4.985368, 0.01928791, 0.1567104, 109.0811, 2.28485, 1.842587, 20.83741
 
1.679999, -0.02488808, 0.04514378, 32.17403, 1.816341, -0.01490793004571264307504, 7336.292, -872.1763, -4.985368, 0.01928791, 0.1567104, 109.821, 2.28485, 1.842233, 20.8436
 
1.689999, -0.04514926, 0.0448949, 32.38924, 1.817754, -0.008072013695950837036728, 7434.849, -872.5174, -4.985368, 0.01928791, 0.1567104, 110.5613, 2.28485, 1.84188, 20.84978
 
1.699999, -0.06521492, 0.04444341, 32.60466, 1.819168, -0.001380608994254925904704, 7534.087, -872.859, -4.985368, 0.01928791, 0.1567104, 111.3018, 2.28485, 1.841526, 20.85596
 
1.709999, -0.08499172, 0.04379126, 32.8202, 1.820527, 0.005141239441219641356568, 7634.011, -873.2006, -4.985368, 0.01928791, 0.1567104, 112.0426, 2.28485, 1.841173, 20.86214
 
1.719999, -0.1043841, 0.04294134, 33.03599, 1.821943, 0.0114686114259902550981231771, 7734.616, -873.5427, -4.985368, 0.01928791, 0.1567104, 112.7837, 2.28485, 1.840819, 20.86832
 
1.729999, -0.1232943, 0.0418975, 33.25192, 1.823304, 0.01757701894843813790736, 7835.908, -873.8848, -4.985368, 0.01928791, 0.1567104, 113.525, 2.28485, 1.840465, 20.87451
 
1.739999, -0.1416341, 0.04066456, 33.46803, 1.824665, 0.0234456722192216072922082287, 7937.881, -874.2272, -4.985368, 0.01928791, 0.1567104, 114.2667, 2.28485, 1.840112, 20.88069
 
1.749999, -0.1593082, 0.03924822, 33.68439, 1.826082, 0.0290523190188433593384, 8040.536, -874.5702, -4.985368, 0.01928791, 0.1567104, 115.0086, 2.28485, 1.839758, 20.88687
 
