# Simulation 4 (Up to date)
# 1048 data points written for 4 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (25.5 m/s):  "Pro X Drogue Parachute [Cd .97 (4.5 oz) 42.41 in^3]"
#   Recovery device deployment at high speed (25.6 m/s):  "Light Std Parabolic Parachute [Cd .97 (10.82 oz) 63.53 in^3]"
#
# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (G)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
74.516,6773.641,-27.711,0.004
75.016,6728.199,-27.693,0.004
75.516,6682.785,-27.675,0.004
76.016,6637.4,-27.658,0.004
76.516,6592.044,-27.64,0.004
77.016,6546.716,-27.623,0.004
77.516,6501.417,-27.605,0.004
78.016,6456.147,-27.588,0.004
78.516,6410.906,-27.571,0.004
79.016,6365.693,-27.553,0.004
79.516,6320.508,-27.536,0.004
80.016,6275.351,-27.519,0.003
80.516,6230.223,-27.502,0.003
81.016,6185.122,-27.485,0.003
81.516,6140.05,-27.468,0.003
82.016,6095.005,-27.451,0.003
82.516,6049.989,-27.434,0.003
83.016,6005,-27.417,0.003
83.516,5960.038,-27.4,0.003
84.016,5915.104,-27.383,0.003
84.516,5870.198,-27.367,0.003
85.016,5825.319,-27.35,0.003
85.516,5780.467,-27.333,0.003
86.016,5735.642,-27.317,0.003
86.516,5690.845,-27.3,0.003
87.016,5646.074,-27.284,0.003
87.516,5601.33,-27.268,0.003
88.016,5556.613,-27.251,0.003
88.516,5511.923,-27.235,0.003
89.016,5467.26,-27.219,0.003
89.516,5422.623,-27.203,0.003
90.016,5378.012,-27.187,0.003
90.516,5333.428,-27.17,0.003
91.016,5288.87,-27.154,0.003
91.516,5244.338,-27.139,0.003
92.016,5199.833,-27.122,0.003
92.516,5155.355,-27.106,0.003
93.016,5110.903,-27.089,0.003
93.516,5066.479,-27.073,0.003
94.016,5022.081,-27.056,0.003
94.516,4977.711,-27.04,0.003
95.016,4933.368,-27.023,0.003
95.516,4889.052,-27.007,0.003
96.016,4844.763,-26.99,0.003
96.516,4800.501,-26.974,0.003
97.016,4756.266,-26.958,0.003
97.516,4712.057,-26.941,0.003
98.016,4667.875,-26.925,0.003
98.516,4623.72,-26.909,0.003
99.016,4579.591,-26.893,0.003
99.516,4535.489,-26.877,0.003
100.016,4491.413,-26.861,0.003
100.516,4447.363,-26.845,0.003
101.016,4403.339,-26.829,0.003
101.516,4359.342,-26.813,0.003
102.016,4315.37,-26.797,0.003
102.516,4271.425,-26.781,0.003
103.016,4227.505,-26.766,0.003
103.516,4183.611,-26.75,0.003
104.016,4139.743,-26.734,0.003
104.516,4095.9,-26.719,0.003
105.016,4052.083,-26.703,0.003
105.516,4008.291,-26.688,0.003
106.016,3964.525,-26.672,0.003
106.516,3920.783,-26.657,0.003
107.016,3877.067,-26.642,0.003
107.516,3833.377,-26.626,0.003
108.016,3789.711,-26.611,0.003
108.516,3746.07,-26.596,0.003
109.016,3702.454,-26.581,0.003
109.516,3658.863,-26.566,0.003
110.016,3615.297,-26.551,0.003
110.516,3571.755,-26.535,0.003
111.016,3528.239,-26.52,0.003
111.516,3484.748,-26.504,0.003
112.016,3441.282,-26.489,0.003
112.516,3397.842,-26.473,0.003
113.016,3354.428,-26.458,0.003
113.516,3311.039,-26.442,0.003
114.016,3267.676,-26.426,0.003
114.516,3224.338,-26.411,0.003
115.016,3181.026,-26.395,0.003
115.516,3137.739,-26.38,0.003
116.016,3094.477,-26.365,0.003
116.516,3051.241,-26.349,0.003
117.016,3008.029,-26.334,0.003
117.516,2964.843,-26.319,0.003
118.016,2921.681,-26.304,0.003
118.516,2878.545,-26.289,0.003
119.016,2835.433,-26.273,0.003
119.516,2792.346,-26.258,0.003
120.016,2749.283,-26.243,0.003
120.516,2706.245,-26.228,0.003
121.016,2663.232,-26.213,0.003
121.516,2620.243,-26.199,0.003
122.016,2577.278,-26.184,0.003
122.516,2534.338,-26.169,0.003
123.016,2491.422,-26.154,0.003
123.516,2448.53,-26.14,0.003
124.016,2405.662,-26.125,0.003
124.516,2362.818,-26.11,0.003
125.016,2319.998,-26.096,0.003
125.516,2277.202,-26.081,0.003
126.016,2234.429,-26.067,0.003
126.516,2191.681,-26.052,0.003
127.016,2148.955,-26.038,0.003
127.516,2106.254,-26.024,0.003
128.016,2063.576,-26.009,0.003
128.516,2020.921,-25.995,0.003
129.016,1978.29,-25.981,0.003
129.516,1935.682,-25.967,0.003
130.016,1893.098,-25.952,0.003
130.516,1850.537,-25.937,0.003
131.016,1808.001,-25.923,0.003
131.516,1765.489,-25.908,0.003
132.016,1723.001,-25.893,0.003
132.516,1680.538,-25.879,0.003
133.016,1638.098,-25.864,0.003
133.516,1595.683,-25.849,0.003
134.016,1553.291,-25.835,0.003
134.516,1510.923,-25.82,0.003
135.016,1468.58,-25.806,0.003
135.516,1426.26,-25.791,0.003
136.016,1383.963,-25.777,0.003
136.516,1341.691,-25.762,0.003
137.016,1299.441,-25.748,0.003
137.516,1257.216,-25.734,0.003
138.016,1215.014,-25.719,0.003
138.516,1172.835,-25.705,0.003
139.016,1130.679,-25.691,0.003
139.516,1088.547,-25.677,0.003
140.016,1046.438,-25.663,0.003
140.516,1004.352,-25.649,0.003
141.016,962.289,-25.635,0.003
# Event SIM_WARN occurred at t=141.017 seconds: Recovery device deployment at high speed (25.6 m/s):  "Light Std Parabolic Parachute [Cd .97 (10.82 oz) 63.53 in^3]"
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=141.017 seconds
141.017,962.205,-25.635,21.807
141.022,961.819,-24.635,20.062
141.027,961.417,-23.635,18.387
141.032,960.996,-22.635,16.782
141.039,960.555,-21.635,15.246
141.045,960.091,-20.635,13.779
141.053,959.602,-19.635,12.381
141.061,959.085,-18.635,11.053
141.07,958.536,-17.635,9.795
141.08,957.951,-16.635,8.606
141.092,957.324,-15.635,7.486
141.106,956.647,-14.635,6.435
141.122,955.912,-13.635,5.454
141.141,955.107,-12.635,4.543
141.163,954.213,-11.635,3.7
141.191,953.206,-10.635,2.927
141.225,952.048,-9.635,2.224
141.271,950.674,-8.635,1.59
141.335,948.962,-7.635,1.025
141.435,946.634,-6.635,0.53
141.627,942.76,-5.635,0.104
141.888,938.056,-5.369,0.003
142.161,933.242,-5.362,1.253e-4
142.435,928.426,-5.362,1.237e-4
142.709,923.61,-5.361,1.237e-4
142.983,918.795,-5.361,1.236e-4
143.256,913.98,-5.361,1.236e-4
143.53,909.166,-5.36,1.236e-4
143.804,904.353,-5.36,1.235e-4
144.078,899.54,-5.36,1.235e-4
144.351,894.728,-5.359,1.234e-4
144.625,889.917,-5.359,1.234e-4
144.899,885.106,-5.359,1.234e-4
145.172,880.295,-5.358,1.233e-4
145.446,875.486,-5.358,1.233e-4
145.719,870.676,-5.358,1.232e-4
145.993,865.868,-5.357,1.232e-4
146.267,861.06,-5.357,1.231e-4
146.54,856.252,-5.357,1.231e-4
146.814,851.446,-5.356,1.231e-4
147.087,846.639,-5.356,1.23e-4
147.361,841.834,-5.356,1.23e-4
147.634,837.029,-5.355,1.229e-4
147.908,832.224,-5.355,1.229e-4
148.181,827.421,-5.355,1.229e-4
148.454,822.617,-5.354,1.228e-4
148.728,817.815,-5.354,1.228e-4
149.001,813.013,-5.354,1.227e-4
149.275,808.211,-5.353,1.227e-4
149.548,803.41,-5.353,1.227e-4
149.821,798.61,-5.353,1.226e-4
150.095,793.81,-5.352,1.226e-4
150.368,789.011,-5.352,1.225e-4
150.641,784.213,-5.352,1.225e-4
150.914,779.415,-5.351,1.225e-4
151.188,774.618,-5.351,1.224e-4
151.461,769.821,-5.351,1.224e-4
151.734,765.025,-5.35,1.223e-4
152.007,760.229,-5.35,1.223e-4
152.281,755.434,-5.35,1.223e-4
152.554,750.64,-5.349,1.222e-4
152.827,745.846,-5.349,1.222e-4
153.1,741.053,-5.349,1.221e-4
153.373,736.26,-5.348,1.221e-4
153.646,731.468,-5.348,1.221e-4
153.919,726.677,-5.348,1.22e-4
154.192,721.886,-5.347,1.22e-4
154.465,717.096,-5.347,1.219e-4
154.738,712.306,-5.347,1.219e-4
155.011,707.517,-5.346,1.219e-4
155.284,702.729,-5.346,1.218e-4
155.557,697.941,-5.346,1.218e-4
155.83,693.153,-5.345,1.217e-4
156.103,688.367,-5.345,1.217e-4
156.376,683.58,-5.345,1.217e-4
156.649,678.795,-5.344,1.216e-4
156.922,674.01,-5.344,1.216e-4
157.195,669.225,-5.344,1.215e-4
157.468,664.442,-5.343,1.215e-4
157.741,659.658,-5.343,1.215e-4
158.014,654.876,-5.343,1.214e-4
158.286,650.094,-5.342,1.214e-4
158.559,645.312,-5.342,1.213e-4
158.832,640.531,-5.342,1.213e-4
159.105,635.751,-5.342,1.213e-4
159.378,630.971,-5.341,1.212e-4
159.65,626.192,-5.341,1.212e-4
159.923,621.414,-5.341,1.211e-4
160.196,616.636,-5.34,1.211e-4
160.468,611.858,-5.34,1.211e-4
160.741,607.082,-5.34,1.21e-4
161.014,602.305,-5.339,1.21e-4
161.286,597.53,-5.339,1.209e-4
161.559,592.755,-5.339,1.209e-4
161.832,587.98,-5.338,1.209e-4
162.104,583.206,-5.338,1.208e-4
162.377,578.433,-5.338,1.208e-4
162.649,573.66,-5.337,1.207e-4
162.922,568.888,-5.337,1.207e-4
163.194,564.116,-5.337,1.207e-4
163.467,559.345,-5.336,1.206e-4
163.739,554.575,-5.336,1.206e-4
164.012,549.805,-5.336,1.206e-4
164.284,545.036,-5.335,1.205e-4
164.557,540.267,-5.335,1.205e-4
164.829,535.499,-5.335,1.204e-4
165.101,530.731,-5.334,1.204e-4
165.374,525.964,-5.334,1.204e-4
165.646,521.198,-5.334,1.203e-4
165.919,516.432,-5.333,1.203e-4
166.191,511.667,-5.333,1.202e-4
166.463,506.902,-5.333,1.202e-4
166.735,502.138,-5.332,1.202e-4
167.008,497.375,-5.332,1.201e-4
167.28,492.612,-5.332,1.201e-4
167.552,487.849,-5.332,1.2e-4
167.825,483.088,-5.331,1.2e-4
168.097,478.326,-5.331,1.2e-4
168.369,473.566,-5.331,1.199e-4
168.641,468.806,-5.33,1.199e-4
168.913,464.046,-5.33,1.199e-4
169.185,459.287,-5.33,1.198e-4
169.458,454.529,-5.329,1.198e-4
169.73,449.771,-5.329,1.197e-4
170.002,445.014,-5.329,1.197e-4
170.274,440.257,-5.328,1.197e-4
170.546,435.501,-5.328,1.196e-4
170.818,430.746,-5.328,1.196e-4
171.09,425.991,-5.327,1.195e-4
171.362,421.237,-5.327,1.195e-4
171.634,416.483,-5.327,1.195e-4
171.906,411.73,-5.326,1.194e-4
172.178,406.977,-5.326,1.194e-4
172.45,402.225,-5.326,1.193e-4
172.722,397.473,-5.325,1.193e-4
172.994,392.723,-5.325,1.193e-4
173.266,387.972,-5.325,1.192e-4
173.538,383.222,-5.324,1.192e-4
173.81,378.473,-5.324,1.192e-4
174.081,373.725,-5.324,1.191e-4
174.353,368.976,-5.324,1.191e-4
174.625,364.229,-5.323,1.19e-4
174.897,359.482,-5.323,1.21e-4
175.169,354.736,-5.323,1.259e-4
175.441,349.99,-5.322,1.259e-4
175.712,345.245,-5.322,1.258e-4
175.984,340.5,-5.322,1.258e-4
176.256,335.756,-5.321,1.258e-4
176.527,331.013,-5.321,1.257e-4
176.799,326.27,-5.321,1.257e-4
177.071,321.528,-5.32,1.256e-4
177.342,316.787,-5.32,1.256e-4
177.614,312.046,-5.32,1.255e-4
177.886,307.305,-5.319,1.255e-4
178.157,302.565,-5.319,1.255e-4
178.429,297.826,-5.319,1.254e-4
178.7,293.088,-5.318,1.254e-4
178.972,288.35,-5.318,1.253e-4
179.244,283.612,-5.318,1.253e-4
179.515,278.876,-5.317,1.253e-4
179.787,274.139,-5.317,1.252e-4
180.058,269.404,-5.317,1.252e-4
180.33,264.669,-5.316,1.251e-4
180.601,259.934,-5.316,1.251e-4
180.872,255.201,-5.316,1.25e-4
181.144,250.467,-5.315,1.25e-4
181.415,245.735,-5.315,1.25e-4
181.687,241.003,-5.315,1.249e-4
181.958,236.271,-5.314,1.249e-4
182.229,231.541,-5.314,1.248e-4
182.501,226.81,-5.314,1.248e-4
182.772,222.081,-5.313,1.248e-4
183.043,217.352,-5.313,1.247e-4
183.315,212.623,-5.313,1.247e-4
183.586,207.895,-5.312,1.246e-4
183.857,203.168,-5.312,1.246e-4
184.128,198.441,-5.312,1.245e-4
184.399,193.715,-5.311,1.245e-4
184.671,188.99,-5.311,1.245e-4
184.942,184.265,-5.311,1.244e-4
185.213,179.541,-5.31,1.244e-4
185.484,174.817,-5.31,1.243e-4
185.755,170.094,-5.31,1.243e-4
186.026,165.371,-5.309,1.243e-4
186.297,160.649,-5.309,1.242e-4
186.569,155.928,-5.309,1.242e-4
186.84,151.207,-5.308,1.241e-4
187.111,146.487,-5.308,1.241e-4
187.382,141.767,-5.308,1.241e-4
187.653,137.048,-5.307,1.24e-4
187.924,132.33,-5.307,1.24e-4
188.195,127.612,-5.307,1.239e-4
188.466,122.895,-5.306,1.239e-4
188.737,118.178,-5.306,1.238e-4
189.007,113.462,-5.306,1.238e-4
189.278,108.747,-5.305,1.238e-4
189.549,104.032,-5.305,1.237e-4
189.82,99.318,-5.305,1.237e-4
190.091,94.604,-5.304,1.236e-4
190.362,89.891,-5.304,1.236e-4
190.633,85.178,-5.304,1.236e-4
190.903,80.466,-5.303,1.235e-4
191.174,75.755,-5.303,1.235e-4
191.445,71.044,-5.303,1.234e-4
191.716,66.334,-5.302,1.234e-4
191.986,61.624,-5.302,1.234e-4
192.257,56.915,-5.302,1.233e-4
192.528,52.207,-5.301,1.233e-4
192.799,47.499,-5.301,1.232e-4
193.069,42.792,-5.301,1.232e-4
193.34,38.085,-5.3,1.232e-4
193.611,33.379,-5.3,1.231e-4
193.881,28.673,-5.3,1.231e-4
194.152,23.968,-5.299,1.23e-4
194.422,19.264,-5.299,1.23e-4
194.693,14.56,-5.299,1.23e-4
194.963,9.857,-5.298,1.229e-4
195.234,5.154,-5.298,1.229e-4
# Event GROUND_HIT occurred at t=195.531 seconds
# Event SIMULATION_END occurred at t=195.531 seconds
195.531,0,-5.298,1.228e-4
