# Simulation 4 (Up to date)
# 1140 data points written for 4 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (25.5 m/s):  "Pro X Drogue Parachute [Cd .97 (4.5 oz) 42.41 in^3]"
#   Recovery device deployment at high speed (24.1 m/s):  "Light Std Parabolic Parachute [Cd .97 (10.82 oz) 63.53 in^3]"
#
# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (G)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
70.682,8647.469,-26.708,0.003
71.182,8603.669,-26.692,0.003
71.682,8559.895,-26.676,0.003
72.182,8516.148,-26.661,0.003
72.682,8472.427,-26.644,0.003
73.182,8428.732,-26.628,0.003
73.682,8385.065,-26.612,0.003
74.182,8341.424,-26.595,0.003
74.682,8297.811,-26.579,0.003
75.182,8254.224,-26.562,0.003
75.682,8210.664,-26.546,0.003
76.182,8167.132,-26.529,0.003
76.682,8123.626,-26.513,0.003
77.182,8080.147,-26.497,0.003
77.682,8036.694,-26.48,0.003
78.182,7993.269,-26.464,0.003
78.682,7949.869,-26.448,0.003
79.182,7906.497,-26.432,0.003
79.682,7863.15,-26.416,0.003
80.182,7819.83,-26.4,0.003
80.682,7776.536,-26.384,0.003
81.182,7733.268,-26.368,0.003
81.682,7690.026,-26.352,0.003
82.182,7646.81,-26.337,0.003
82.682,7603.62,-26.321,0.003
83.182,7560.455,-26.305,0.003
83.682,7517.317,-26.29,0.003
84.182,7474.204,-26.274,0.003
84.682,7431.116,-26.258,0.003
85.182,7388.054,-26.243,0.003
85.682,7345.017,-26.228,0.003
86.182,7302.006,-26.212,0.003
86.682,7259.019,-26.197,0.003
87.182,7216.058,-26.182,0.003
87.682,7173.122,-26.166,0.003
88.182,7130.211,-26.151,0.003
88.682,7087.324,-26.136,0.003
89.182,7044.463,-26.121,0.003
89.682,7001.626,-26.106,0.003
90.182,6958.814,-26.091,0.003
90.682,6916.026,-26.076,0.003
91.182,6873.263,-26.061,0.003
91.682,6830.525,-26.046,0.003
92.182,6787.812,-26.03,0.003
92.682,6745.124,-26.015,0.003
93.182,6702.462,-25.999,0.003
93.682,6659.825,-25.984,0.003
94.182,6617.213,-25.968,0.003
94.682,6574.627,-25.953,0.003
95.182,6532.066,-25.937,0.003
95.682,6489.531,-25.922,0.003
96.182,6447.021,-25.907,0.003
96.682,6404.535,-25.891,0.003
97.182,6362.075,-25.876,0.003
97.682,6319.64,-25.861,0.003
98.182,6277.23,-25.846,0.003
98.682,6234.844,-25.831,0.003
99.182,6192.484,-25.816,0.003
99.682,6150.147,-25.801,0.003
100.182,6107.836,-25.786,0.003
100.682,6065.549,-25.771,0.003
101.182,6023.287,-25.756,0.003
101.682,5981.048,-25.741,0.003
102.182,5938.834,-25.726,0.003
102.682,5896.645,-25.711,0.003
103.182,5854.479,-25.697,0.003
103.682,5812.338,-25.682,0.003
104.182,5770.22,-25.668,0.003
104.682,5728.127,-25.653,0.003
105.182,5686.057,-25.638,0.003
105.682,5644.011,-25.624,0.003
106.182,5601.989,-25.61,0.003
106.682,5559.99,-25.595,0.003
107.182,5518.015,-25.581,0.003
107.682,5476.063,-25.567,0.003
108.182,5434.135,-25.552,0.003
108.682,5392.23,-25.538,0.003
109.182,5350.349,-25.524,0.003
109.682,5308.49,-25.51,0.003
110.182,5266.655,-25.496,0.003
110.682,5224.843,-25.482,0.003
111.182,5183.054,-25.467,0.003
111.682,5141.289,-25.453,0.003
112.182,5099.548,-25.438,0.003
112.682,5057.831,-25.423,0.003
113.182,5016.138,-25.409,0.003
113.682,4974.469,-25.394,0.003
114.182,4932.824,-25.38,0.003
114.682,4891.202,-25.365,0.003
115.182,4849.605,-25.351,0.003
115.682,4808.031,-25.336,0.003
116.182,4766.481,-25.322,0.003
116.682,4724.954,-25.307,0.003
117.182,4683.451,-25.293,0.003
117.682,4641.971,-25.279,0.003
118.182,4600.515,-25.265,0.003
118.682,4559.082,-25.25,0.003
119.182,4517.673,-25.236,0.003
119.682,4476.286,-25.222,0.003
120.182,4434.923,-25.208,0.003
120.682,4393.582,-25.194,0.003
121.182,4352.265,-25.18,0.003
121.682,4310.97,-25.166,0.003
122.182,4269.699,-25.152,0.003
122.682,4228.45,-25.138,0.003
123.182,4187.224,-25.125,0.003
123.682,4146.02,-25.111,0.003
124.182,4104.839,-25.097,0.003
124.682,4063.681,-25.083,0.003
125.182,4022.544,-25.07,0.003
125.682,3981.431,-25.056,0.003
126.182,3940.339,-25.043,0.003
126.682,3899.27,-25.029,0.003
127.182,3858.223,-25.016,0.003
127.682,3817.198,-25.002,0.003
128.182,3776.195,-24.989,0.003
128.682,3735.215,-24.975,0.003
129.182,3694.256,-24.962,0.003
129.682,3653.319,-24.949,0.003
130.182,3612.403,-24.935,0.003
130.682,3571.51,-24.922,0.003
131.182,3530.639,-24.908,0.003
131.682,3489.79,-24.895,0.003
132.182,3448.964,-24.881,0.003
132.682,3408.16,-24.867,0.003
133.182,3367.379,-24.853,0.003
133.682,3326.621,-24.839,0.003
134.182,3285.885,-24.826,0.003
134.682,3245.172,-24.812,0.003
135.182,3204.481,-24.798,0.003
135.682,3163.812,-24.785,0.003
136.182,3123.166,-24.771,0.003
136.682,3082.542,-24.758,0.003
137.182,3041.94,-24.744,0.003
137.682,3001.36,-24.731,0.003
138.182,2960.802,-24.717,0.003
138.682,2920.266,-24.704,0.003
139.182,2879.753,-24.691,0.003
139.682,2839.261,-24.677,0.003
140.182,2798.79,-24.664,0.003
140.682,2758.342,-24.651,0.003
141.182,2717.915,-24.638,0.003
141.682,2677.51,-24.624,0.003
142.182,2637.126,-24.611,0.003
142.682,2596.764,-24.598,0.003
143.182,2556.424,-24.585,0.003
143.682,2516.104,-24.572,0.003
144.182,2475.806,-24.559,0.003
144.682,2435.529,-24.546,0.003
145.182,2395.274,-24.533,0.003
145.682,2355.039,-24.521,0.003
146.182,2314.826,-24.508,0.003
146.682,2274.633,-24.495,0.003
147.182,2234.462,-24.482,0.003
147.682,2194.311,-24.469,0.003
148.182,2154.181,-24.457,0.003
148.682,2114.072,-24.444,0.003
149.182,2073.984,-24.432,0.003
149.682,2033.916,-24.419,0.003
150.182,1993.869,-24.406,0.003
150.682,1953.843,-24.394,0.003
151.182,1913.837,-24.381,0.003
151.682,1873.852,-24.368,0.003
152.182,1833.889,-24.355,0.003
152.682,1793.947,-24.342,0.003
153.182,1754.026,-24.329,0.003
153.682,1714.127,-24.316,0.003
154.182,1674.249,-24.303,0.003
154.682,1634.392,-24.29,0.003
155.182,1594.556,-24.277,0.003
155.682,1554.742,-24.264,0.003
156.182,1514.948,-24.252,0.003
156.682,1475.176,-24.239,0.003
157.182,1435.424,-24.226,0.003
157.682,1395.694,-24.213,0.003
158.182,1355.984,-24.201,0.003
158.682,1316.295,-24.188,0.003
159.182,1276.627,-24.175,0.003
159.682,1236.98,-24.163,0.003
160.182,1197.353,-24.15,0.003
160.682,1157.747,-24.138,0.003
161.182,1118.161,-24.125,0.003
161.682,1078.596,-24.113,0.003
162.182,1039.051,-24.1,0.003
162.682,999.526,-24.088,0.003
# Event SIM_WARN occurred at t=162.683 seconds: Recovery device deployment at high speed (24.1 m/s):  "Light Std Parabolic Parachute [Cd .97 (10.82 oz) 63.53 in^3]"
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=162.683 seconds
162.683,999.447,-24.088,21.799
162.687,999.085,-23.088,19.946
162.692,998.706,-22.088,18.171
162.698,998.309,-21.088,16.475
162.704,997.891,-20.088,14.857
162.711,997.45,-19.088,13.318
162.719,996.983,-18.088,11.857
162.727,996.487,-17.088,10.475
162.737,995.957,-16.088,9.172
162.748,995.388,-15.088,7.947
162.761,994.774,-14.088,6.801
162.776,994.106,-13.088,5.733
162.794,993.371,-12.088,4.744
162.815,992.554,-11.088,3.833
162.842,991.63,-10.088,3.001
162.876,990.561,-9.088,2.247
162.921,989.282,-8.088,1.573
162.986,987.668,-7.088,0.976
163.091,985.41,-6.088,0.458
163.304,981.489,-5.13,0.036
163.556,977.271,-5.04,4.247e-4
163.814,973.016,-5.039,1.095e-4
164.071,968.762,-5.039,1.095e-4
164.328,964.508,-5.039,1.094e-4
164.586,960.254,-5.039,1.094e-4
164.843,956.001,-5.038,1.094e-4
165.1,951.749,-5.038,1.093e-4
165.358,947.497,-5.038,1.093e-4
165.615,943.245,-5.037,1.093e-4
165.872,938.994,-5.037,1.093e-4
166.129,934.743,-5.037,1.092e-4
166.386,930.493,-5.037,1.092e-4
166.644,926.243,-5.036,1.092e-4
166.901,921.994,-5.036,1.091e-4
167.158,917.745,-5.036,1.091e-4
167.415,913.497,-5.035,1.091e-4
167.672,909.249,-5.035,1.09e-4
167.929,905.002,-5.035,1.09e-4
168.186,900.755,-5.035,1.09e-4
168.444,896.508,-5.034,1.089e-4
168.701,892.262,-5.034,1.089e-4
168.958,888.017,-5.034,1.089e-4
169.215,883.771,-5.034,1.088e-4
169.472,879.527,-5.033,1.088e-4
169.729,875.283,-5.033,1.088e-4
169.986,871.039,-5.033,1.087e-4
170.243,866.796,-5.032,1.087e-4
170.5,862.553,-5.032,1.087e-4
170.757,858.311,-5.032,1.086e-4
171.014,854.069,-5.032,1.086e-4
171.271,849.827,-5.031,1.086e-4
171.528,845.587,-5.031,1.085e-4
171.784,841.346,-5.031,1.085e-4
172.041,837.106,-5.031,1.085e-4
172.298,832.867,-5.03,1.085e-4
172.555,828.627,-5.03,1.084e-4
172.812,824.389,-5.03,1.084e-4
173.069,820.151,-5.029,1.084e-4
173.326,815.913,-5.029,1.083e-4
173.582,811.676,-5.029,1.083e-4
173.839,807.439,-5.029,1.083e-4
174.096,803.203,-5.028,1.082e-4
174.353,798.967,-5.028,1.082e-4
174.61,794.732,-5.028,1.082e-4
174.866,790.497,-5.028,1.081e-4
175.123,786.262,-5.027,1.081e-4
175.38,782.028,-5.027,1.081e-4
175.636,777.795,-5.027,1.08e-4
175.893,773.562,-5.026,1.08e-4
176.15,769.329,-5.026,1.08e-4
176.406,765.097,-5.026,1.08e-4
176.663,760.865,-5.026,1.079e-4
176.92,756.634,-5.025,1.079e-4
177.176,752.403,-5.025,1.079e-4
177.433,748.173,-5.025,1.078e-4
177.69,743.943,-5.025,1.078e-4
177.946,739.713,-5.024,1.078e-4
178.203,735.485,-5.024,1.077e-4
178.459,731.256,-5.024,1.077e-4
178.716,727.028,-5.023,1.077e-4
178.972,722.8,-5.023,1.076e-4
179.229,718.573,-5.023,1.076e-4
179.485,714.347,-5.023,1.076e-4
179.742,710.12,-5.022,1.075e-4
179.998,705.895,-5.022,1.075e-4
180.255,701.669,-5.022,1.075e-4
180.511,697.445,-5.022,1.075e-4
180.767,693.22,-5.021,1.074e-4
181.024,688.996,-5.021,1.074e-4
181.28,684.773,-5.021,1.074e-4
181.537,680.55,-5.02,1.073e-4
181.793,676.327,-5.02,1.073e-4
182.049,672.105,-5.02,1.073e-4
182.306,667.884,-5.02,1.072e-4
182.562,663.662,-5.019,1.072e-4
182.818,659.442,-5.019,1.072e-4
183.075,655.221,-5.019,1.071e-4
183.331,651.002,-5.019,1.071e-4
183.587,646.782,-5.018,1.071e-4
183.843,642.563,-5.018,1.07e-4
184.1,638.345,-5.018,1.07e-4
184.356,634.127,-5.018,1.07e-4
184.612,629.909,-5.017,1.07e-4
184.868,625.692,-5.017,1.069e-4
185.124,621.475,-5.017,1.069e-4
185.381,617.259,-5.016,1.069e-4
185.637,613.044,-5.016,1.068e-4
185.893,608.828,-5.016,1.068e-4
186.149,604.613,-5.016,1.068e-4
186.405,600.399,-5.015,1.067e-4
186.661,596.185,-5.015,1.067e-4
186.917,591.972,-5.015,1.067e-4
187.173,587.759,-5.015,1.066e-4
187.429,583.546,-5.014,1.066e-4
187.686,579.334,-5.014,1.066e-4
187.942,575.122,-5.014,1.066e-4
188.198,570.911,-5.014,1.065e-4
188.454,566.7,-5.013,1.065e-4
188.71,562.49,-5.013,1.065e-4
188.966,558.28,-5.013,1.064e-4
189.221,554.071,-5.012,1.064e-4
189.477,549.862,-5.012,1.064e-4
189.733,545.653,-5.012,1.063e-4
189.989,541.445,-5.012,1.063e-4
190.245,537.237,-5.011,1.063e-4
190.501,533.03,-5.011,1.063e-4
190.757,528.824,-5.011,1.062e-4
191.013,524.617,-5.011,1.062e-4
191.269,520.412,-5.01,1.062e-4
191.525,516.206,-5.01,1.061e-4
191.78,512.001,-5.01,1.061e-4
192.036,507.797,-5.01,1.061e-4
192.292,503.593,-5.009,1.06e-4
192.548,499.389,-5.009,1.06e-4
192.804,495.186,-5.009,1.06e-4
193.059,490.983,-5.008,1.059e-4
193.315,486.781,-5.008,1.059e-4
193.571,482.579,-5.008,1.059e-4
193.826,478.378,-5.008,1.059e-4
194.082,474.177,-5.007,1.058e-4
194.338,469.977,-5.007,1.058e-4
194.594,465.777,-5.007,1.058e-4
194.849,461.577,-5.007,1.057e-4
195.105,457.378,-5.006,1.057e-4
195.36,453.179,-5.006,1.057e-4
195.616,448.981,-5.006,1.056e-4
195.872,444.783,-5.006,1.056e-4
196.127,440.586,-5.005,1.056e-4
196.383,436.389,-5.005,1.056e-4
196.638,432.193,-5.005,1.055e-4
196.894,427.997,-5.004,1.055e-4
197.15,423.801,-5.004,1.055e-4
197.405,419.606,-5.004,1.054e-4
197.661,415.411,-5.004,1.054e-4
197.916,411.217,-5.003,1.054e-4
198.172,407.023,-5.003,1.053e-4
198.427,402.83,-5.003,1.053e-4
198.683,398.637,-5.003,1.053e-4
198.938,394.445,-5.002,1.053e-4
199.193,390.253,-5.002,1.052e-4
199.449,386.061,-5.002,1.052e-4
199.704,381.87,-5.002,1.052e-4
199.96,377.679,-5.001,1.051e-4
200.215,373.489,-5.001,1.051e-4
200.47,369.3,-5.001,1.051e-4
200.726,365.11,-5.001,1.05e-4
200.981,360.921,-5,1.05e-4
201.236,356.733,-5,1.11e-4
201.492,352.545,-5,1.111e-4
201.747,348.357,-4.999,1.111e-4
202.002,344.17,-4.999,1.11e-4
202.257,339.984,-4.999,1.11e-4
202.513,335.798,-4.999,1.11e-4
202.768,331.612,-4.998,1.109e-4
203.023,327.427,-4.998,1.109e-4
203.278,323.242,-4.998,1.109e-4
203.534,319.058,-4.997,1.108e-4
203.789,314.874,-4.997,1.108e-4
204.044,310.691,-4.997,1.108e-4
204.299,306.508,-4.997,1.107e-4
204.554,302.326,-4.996,1.107e-4
204.809,298.144,-4.996,1.107e-4
205.064,293.962,-4.996,1.106e-4
205.32,289.781,-4.996,1.106e-4
205.575,285.601,-4.995,1.106e-4
205.83,281.421,-4.995,1.105e-4
206.085,277.241,-4.995,1.105e-4
206.34,273.062,-4.994,1.105e-4
206.595,268.883,-4.994,1.104e-4
206.85,264.705,-4.994,1.104e-4
207.105,260.527,-4.994,1.104e-4
207.36,256.35,-4.993,1.103e-4
207.615,252.173,-4.993,1.103e-4
207.87,247.997,-4.993,1.103e-4
208.125,243.821,-4.993,1.102e-4
208.38,239.646,-4.992,1.102e-4
208.634,235.471,-4.992,1.102e-4
208.889,231.296,-4.992,1.102e-4
209.144,227.122,-4.991,1.101e-4
209.399,222.949,-4.991,1.101e-4
209.654,218.776,-4.991,1.101e-4
209.909,214.603,-4.991,1.1e-4
210.164,210.431,-4.99,1.1e-4
210.418,206.259,-4.99,1.1e-4
210.673,202.088,-4.99,1.099e-4
210.928,197.917,-4.989,1.099e-4
211.183,193.747,-4.989,1.099e-4
211.438,189.577,-4.989,1.098e-4
211.692,185.407,-4.989,1.098e-4
211.947,181.238,-4.988,1.098e-4
212.202,177.07,-4.988,1.097e-4
212.456,172.902,-4.988,1.097e-4
212.711,168.734,-4.988,1.097e-4
212.966,164.567,-4.987,1.096e-4
213.22,160.401,-4.987,1.096e-4
213.475,156.234,-4.987,1.096e-4
213.73,152.069,-4.986,1.095e-4
213.984,147.903,-4.986,1.095e-4
214.239,143.738,-4.986,1.095e-4
214.493,139.574,-4.986,1.094e-4
214.748,135.41,-4.985,1.094e-4
215.003,131.247,-4.985,1.094e-4
215.257,127.084,-4.985,1.093e-4
215.512,122.921,-4.985,1.093e-4
215.766,118.759,-4.984,1.093e-4
216.021,114.598,-4.984,1.093e-4
216.275,110.436,-4.984,1.092e-4
216.53,106.276,-4.983,1.092e-4
216.784,102.115,-4.983,1.092e-4
217.039,97.956,-4.983,1.091e-4
217.293,93.796,-4.983,1.091e-4
217.547,89.637,-4.982,1.091e-4
217.802,85.479,-4.982,1.09e-4
218.056,81.321,-4.982,1.09e-4
218.311,77.163,-4.982,1.09e-4
218.565,73.006,-4.981,1.089e-4
218.819,68.85,-4.981,1.089e-4
219.074,64.694,-4.981,1.089e-4
219.328,60.538,-4.98,1.088e-4
219.582,56.383,-4.98,1.088e-4
219.836,52.228,-4.98,1.088e-4
220.091,48.074,-4.98,1.087e-4
220.345,43.92,-4.979,1.087e-4
220.599,39.766,-4.979,1.087e-4
220.853,35.613,-4.979,1.087e-4
221.108,31.461,-4.979,1.086e-4
221.362,27.309,-4.978,1.086e-4
221.616,23.157,-4.978,1.086e-4
221.87,19.006,-4.978,1.085e-4
222.124,14.855,-4.977,1.085e-4
222.379,10.705,-4.977,1.085e-4
222.633,6.555,-4.977,1.084e-4
# Event GROUND_HIT occurred at t=223.034 seconds
# Event SIMULATION_END occurred at t=223.034 seconds
223.034,0,-4.977,1.084e-4
